NAME,LINK,SUBMISSIONS,ACCURACY
"
Maximum Scoring Position
",https://www.codechef.com//problems/MAXSCRAB,105,44.13
"
Xor Jar Muluk Tar
",https://www.codechef.com//problems/HXR,105,26.13
"
Number Game
",https://www.codechef.com//problems/NUMBGAME,104,13.4
"
How many Scholarships
",https://www.codechef.com//problems/SCHTEST,104,24.84
"
Rooted Tree Graph
",https://www.codechef.com//problems/TRGRPH,104,30.02
"
Dream Problem
",https://www.codechef.com//problems/DRMP,103,17.29
"
Martingale
",https://www.codechef.com//problems/MARTING1,102,32.04
"
Analytics Load Jobs
",https://www.codechef.com//problems/ANAJOBS,102,32.29
"
Better call Saul!
",https://www.codechef.com//problems/GMSTN,102,25.69
"
Total Overlap
",https://www.codechef.com//problems/TOVERLP,101,35.29
"
Minimax
",https://www.codechef.com//problems/MINIMAX,100,8.41
"
Chef and Triangles
",https://www.codechef.com//problems/TRICHEF,100,8.19
"
Generating A Permutation
",https://www.codechef.com//problems/GENPERM,100,17.62
"
Nested Candy Boxes
",https://www.codechef.com//problems/AMBOXES,100,13.37
"
Chef and Surprise Chessboard
",https://www.codechef.com//problems/SURCHESS,100,36.18
"
Prime-partite Graph
",https://www.codechef.com//problems/PRMPRT,100,15.24
"
Difficult Choice
",https://www.codechef.com//problems/CHEFTRVL,99,31.47
"
Chef and Pizza
",https://www.codechef.com//problems/PCJ18G,99,14.99
"
Niceness of the Arrays
",https://www.codechef.com//problems/NICARRAY,99,23.62
"
Fuzzy Conversions
",https://www.codechef.com//problems/FUZZYCON,99,27.25
"
Is it Sorted or Not, That is the Question
",https://www.codechef.com//problems/GRUSORT,99,37.17
"
Company and Club Hierarchies
",https://www.codechef.com//problems/COMPCLUB,98,14.42
"
Siruseri Gerrymandering
",https://www.codechef.com//problems/SIRUSERI,98,39.48
"
Return of the Gargoyle King
",https://www.codechef.com//problems/GARGOYLE,98,36.15
"
Longest Xommon Subsequence
",https://www.codechef.com//problems/XOMMON,98,34
"
Two-lane Road
",https://www.codechef.com//problems/TWOLANE,97,29.07
"
Yet Another Balanced Parenthesis Problem
",https://www.codechef.com//problems/UNBAL,97,28.71
"
Chef and Yoda
",https://www.codechef.com//problems/CHEFYODA,96,26.54
"
Chef and Cycled Cycles
",https://www.codechef.com//problems/CHEFCCYL,96,24.42
"
Availability
",https://www.codechef.com//problems/AVLBLT,96,29.16
"
Profitable Paths 2
",https://www.codechef.com//problems/PRT2,96,23.22
"
Sereja and Two Strings 2
",https://www.codechef.com//problems/SEATSTR2,95,25
"
Black Nodes in Subgraphs
",https://www.codechef.com//problems/BLACKCOM,95,39.22
"
Partition into Permutations
",https://www.codechef.com//problems/PERMPART,95,27.03
"
Beautiful Circles
",https://www.codechef.com//problems/BEACIRC,95,25.05
"
Maximize It
",https://www.codechef.com//problems/MXM,94,7.81
"
Yalalovichik Strings
",https://www.codechef.com//problems/YVSTR,94,21.2
"
Summation over nCr
",https://www.codechef.com//problems/SUMNCR,94,20.98
"
Inversions in Permutations
",https://www.codechef.com//problems/KPERM,94,19.52
"
Sereja and Two Lines
",https://www.codechef.com//problems/SEATL,93,11.34
"
Animesh practices some programming contests
",https://www.codechef.com//problems/CHN03,93,18.92
"
Malvika conducts her own ACM-ICPC contest series
",https://www.codechef.com//problems/CHN01,93,11.37
"
Ada Pawns
",https://www.codechef.com//problems/ADAPWNS,93,26.75
"
Walk 4 steps
",https://www.codechef.com//problems/WALK4,93,42.82
"
Rise of Cyborgs
",https://www.codechef.com//problems/RICY,93,27.57
"
Make array great again
",https://www.codechef.com//problems/MAGA,92,18.01
"
Maximum Disjoint Subarrays
",https://www.codechef.com//problems/MXSUBARR,91,25.12
"
Chef and His Garden
",https://www.codechef.com//problems/CHAHG,90,18.5
"
Country Tour
",https://www.codechef.com//problems/CTOUR,90,42.64
"
Subtract Leading Digit
",https://www.codechef.com//problems/SUBLD,90,19.85
"
Chef and Inflation
",https://www.codechef.com//problems/CHINFL,89,29.79
"
Chef and Periodic Sequence
",https://www.codechef.com//problems/PERIODIC,89,23.96
"
Logarithmic Equation
",https://www.codechef.com//problems/LOG_EQN,89,31.95
"
Crash It
",https://www.codechef.com//problems/CRSHIT,89,28.17
"
Corruption in Freedonia
",https://www.codechef.com//problems/MINIKILL,89,31.02
"
Chef and Soccer
",https://www.codechef.com//problems/CHEFSOC,88,15.97
"
Hull Sum
",https://www.codechef.com//problems/HULLSUM,88,23.28
"
Weird Competition
",https://www.codechef.com//problems/WEICOM,88,14.95
"
Antimatching
",https://www.codechef.com//problems/ANTMAT,88,30.28
"
Elevator
",https://www.codechef.com//problems/ELEVATR,88,18.95
"
Chef Shifu and Celebration
",https://www.codechef.com//problems/CHSHIFU,87,13.57
"
Chef and Fencing
",https://www.codechef.com//problems/PCJ18F,87,31.71
"
Lighting Rectangle
",https://www.codechef.com//problems/RECTLIT,87,29.76
"
A Game of Primes
",https://www.codechef.com//problems/PRMRANGE,87,10.39
"
Surgical Strikes
",https://www.codechef.com//problems/DEM2019A,87,10.39
"
Maximum Special Sum
",https://www.codechef.com//problems/MAXSPSUM,87,8.45
"
D - Break the Rules
",https://www.codechef.com//problems/BIT2C,87,48.33
"
D-Value
",https://www.codechef.com//problems/DVL,87,25
"
Grumpy Granny
",https://www.codechef.com//problems/GRUMPMA,87,23.61
"
Chef and Or
",https://www.codechef.com//problems/RECNDORO,87,27.95
"
Joined Subarrays on Tree
",https://www.codechef.com//problems/JTSARTR,87,19.05
"
Blocks
",https://www.codechef.com//problems/UWCOI20F,87,14.79
"
Year 3017
",https://www.codechef.com//problems/UNIVERSE,86,10.88
"
Taxi Making Sharp Turns
",https://www.codechef.com//problems/TAXITURN,86,12.44
"
Biased Judgement
",https://www.codechef.com//problems/BJUDGE,86,11.14
"
Largest Increasing Subsequence
",https://www.codechef.com//problems/INVLIS,86,19.4
"
Directing Edges
",https://www.codechef.com//problems/EDGEDIR,86,23.48
"
Sherlock and His Device
",https://www.codechef.com//problems/MISSME,86,30.5
"
Tennis
",https://www.codechef.com//problems/CLTNIS,86,26.32
"
Roll the Bar
",https://www.codechef.com//problems/ROLLBAR,86,27.52
"
Cats and Rats
",https://www.codechef.com//problems/CATSRATS,86,18.86
"
Cersei and her Soldiers
",https://www.codechef.com//problems/CERSOL,86,9.96
"
Codechef War
",https://www.codechef.com//problems/CHFWAR,86,24.61
"
War in Treeland Again
",https://www.codechef.com//problems/WARTLND,86,25.5
"
E - Guess the Number
",https://www.codechef.com//problems/GTN,86,23.06
"
Double Distance Query
",https://www.codechef.com//problems/DDQUERY,86,11.55
"
Conservative Graph
",https://www.codechef.com//problems/ICM2007,86,26.75
"
Set Queries
",https://www.codechef.com//problems/SETQUER,86,26.45
"
Water Transfer
",https://www.codechef.com//problems/WATRA,86,34.45
"
Hasan and boring classes
",https://www.codechef.com//problems/PALHAM,85,23.51
"
Chef and Average on a Tree
",https://www.codechef.com//problems/L56AVG,85,25.49
"
Chef Restores an Array
",https://www.codechef.com//problems/CO92REST,85,20.93
"
Triple-tree decomposition
",https://www.codechef.com//problems/TREE3,85,18.62
"
Awkward Pairs
",https://www.codechef.com//problems/PROC18C,85,15.88
"
Hack Fulu
",https://www.codechef.com//problems/HACKFU,85,18.76
"
GukiZ Has More Candies
",https://www.codechef.com//problems/GHMC,85,10.68
"
Chefland and Average Distance
",https://www.codechef.com//problems/AVGMAT,85,20.2
"
Tree Unattractiveness
",https://www.codechef.com//problems/TREEUNAT,85,9.22
"
Ross goes for Shopping
",https://www.codechef.com//problems/ENG5,85,23.94
"
Helping Dustin
",https://www.codechef.com//problems/ICL1904,85,26.82
"
Arya and the Grid of Stars
",https://www.codechef.com//problems/ARYGRD,85,31.27
"
Some Impact
",https://www.codechef.com//problems/IMPACT,85,12.73
"
BLACK LINE
",https://www.codechef.com//problems/BLINE,85,42.11
"
Maximize Walk Value
",https://www.codechef.com//problems/DEMTREE,85,40.77
"
Equivalent Exchange of Triangles
",https://www.codechef.com//problems/LEQEX,85,25.65
"
Recipe for Philosopher Stone
",https://www.codechef.com//problems/LAYERS,85,6.84
"
The Challenge Day
",https://www.codechef.com//problems/CHADAY,85,22.8
"
Is This a Long Challenge
",https://www.codechef.com//problems/ICM2004,85,3.39
"
Mercury Poisoning
",https://www.codechef.com//problems/UWCOI20C,85,21.17
"
MEX-ception
",https://www.codechef.com//problems/TOTEM,85,25.47
"
Mathison and the teleportation game
",https://www.codechef.com//problems/MATTEG,84,8.89
"
Wanderer
",https://www.codechef.com//problems/WNDR,84,20.3
"
Chef Rami and Inventions
",https://www.codechef.com//problems/CHEFRAMI,84,17.22
"
Hidden Sequence
",https://www.codechef.com//problems/HDDN,84,15.56
"
Insanely Hard School Exams
",https://www.codechef.com//problems/ACCBIP,84,22.68
"
Cherry and Pyramid
",https://www.codechef.com//problems/CENS20C,84,11.44
"
Falling Zero
",https://www.codechef.com//problems/FLGZRO,84,34.32
"
Invincible Shield
",https://www.codechef.com//problems/DEFECTS,83,16.51
"
1 - Binary Distance
",https://www.codechef.com//problems/BENDSPF1,83,41.41
"
Binary Puzzle
",https://www.codechef.com//problems/UWCOI21F,82,25.2
"
Boolean Game
",https://www.codechef.com//problems/BOOLGAME,80,31.53
"
Intersection Matrix
",https://www.codechef.com//problems/IMAT,79,9.45
"
3 - Puzzle with division
",https://www.codechef.com//problems/DIVPUZ,78,42.11
"
Efficient Delivery
",https://www.codechef.com//problems/UWCOI21D,77,8.73
"
How many cuts
",https://www.codechef.com//problems/ICM0012,77,19.69
"
Morosoph Todd
",https://www.codechef.com//problems/KTREE,75,25.83
"
Deletion Sort
",https://www.codechef.com//problems/DELSORT,65,29.82
"
4 - Palindrome and antipalindrome
",https://www.codechef.com//problems/STRSPL,64,41.99
"
Minimum Subtree Cover
",https://www.codechef.com//problems/SUBTRCOV,64,26.54
"
E - Minimum Operation
",https://www.codechef.com//problems/OPERATE,63,30.58
"
Subtree Center
",https://www.codechef.com//problems/SUBCENTR,63,28.62
"
Node Marking
",https://www.codechef.com//problems/NDMRK,62,19.3
"
A DT Chip
",https://www.codechef.com//problems/ADTCHP,57,8.27
"
Tree Permutations
",https://www.codechef.com//problems/TREEPERM,56,31.71
"
Dense Graph
",https://www.codechef.com//problems/DENSEGRP,51,25.61
"
Gamer
",https://www.codechef.com//problems/GAMEPROF,50,7.31
"
Battle Royale
",https://www.codechef.com//problems/BTTLRYL,48,84.38
"
Special String
",https://www.codechef.com//problems/ICM0006,47,37.32
"
Dual Distance
",https://www.codechef.com//problems/DUALDIST,36,17.62
"
3 - Domino game
",https://www.codechef.com//problems/DOMINOG,34,20.65
"
1 - Make a convex polygon
",https://www.codechef.com//problems/MAKEPOLY,33,30.91
"
2 - Reach a level
",https://www.codechef.com//problems/RLEVEL,33,38.89
"
Low Budget Sanitization
",https://www.codechef.com//problems/SANITIZE,33,32.54
"
Polynomial Root
",https://www.codechef.com//problems/POLYRT,32,35.4
"
G - Maxpool
",https://www.codechef.com//problems/MAXPOOL,30,30.16
"
Interactive MST
",https://www.codechef.com//problems/INTMST,29,17.2
"
Optimal Xor Set
",https://www.codechef.com//problems/OPTSET,19,13.77
